production_date,ng_topic,amount
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,burn,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,no solder,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,nick,1
1/24/2019,no solder,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,no solder,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,no solder,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,burn,1
1/24/2019,blur,1
1/24/2019,no solder,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,nick,1
1/24/2019,blur,1
1/24/2019,no solder,1
1/24/2019,blur,1
1/24/2019,burn,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,nick,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,no solder,1
1/24/2019,short mold,1
1/24/2019,no solder,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,no solder,1
1/24/2019,nick,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,burn,1
1/24/2019,nick,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,no solder,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,blur,1
1/24/2019,burn,1
1/24/2019,no solder,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,nick,1
1/24/2019,incomplete,1
1/24/2019,no solder,1
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,no solder,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,no solder,1
1/24/2019,nick,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,no solder,1
1/24/2019,no solder,1
1/24/2019,burn,1
1/24/2019,burn,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,no solder,1
1/24/2019,blur,1
1/24/2019,no solder,1
1/24/2019,blur,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,burn,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,no solder,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,burn,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,burn,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,burn,1
1/24/2019,burn,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,burn,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,blur,1
1/24/2019,burn,1
1/24/2019,short mold,1
1/24/2019,burn,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,blur,1
1/24/2019,blur,1
1/24/2019,nick,1
1/24/2019,nick,1
1/24/2019,no solder,1
1/24/2019,blur,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,nick,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,no solder,1
1/24/2019,incomplete,1
1/24/2019,blur,1
1/24/2019,burn,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,nick,1
1/24/2019,incomplete,1
1/24/2019,incomplete,1
1/24/2019,short mold,1
1/24/2019,short mold,1
1/24/2019,burn,1
1/24/2019,short mold,1
1/24/2019,incomplete,1
1/24/2019,burn,1
1/24/2019,nick,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,nick,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,no solder,1
1/25/2019,no solder,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,no solder,1
1/25/2019,nick,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,nick,1
1/25/2019,no solder,1
1/25/2019,nick,1
1/25/2019,burn,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,nick,1
1/25/2019,nick,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,nick,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,nick,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,nick,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,nick,1
1/25/2019,no solder,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,burn,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,burn,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,burn,1
1/25/2019,incomplete,1
1/25/2019,no solder,1
1/25/2019,no solder,1
1/25/2019,no solder,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,burn,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,no solder,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,burn,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,nick,1
1/25/2019,nick,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,nick,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,burn,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,nick,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,nick,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,burn,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,no solder,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,burn,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,nick,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,nick,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,nick,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,nick,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,burn,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,burn,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,burn,1
1/25/2019,blur,1
1/25/2019,incomplete,1
1/25/2019,no solder,1
1/25/2019,burn,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,nick,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,burn,1
1/25/2019,no solder,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,burn,1
1/25/2019,burn,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,blur,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,burn,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,short mold,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/25/2019,no solder,1
1/25/2019,incomplete,1
1/25/2019,burn,1
1/25/2019,incomplete,1
1/25/2019,short mold,1
1/25/2019,incomplete,1
1/25/2019,blur,1
1/25/2019,short mold,1
1/28/2019,nick,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,nick,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,burn,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,nick,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,nick,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,nick,1
1/28/2019,burn,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,burn,1
1/28/2019,short mold,1
1/28/2019,burn,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,burn,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,nick,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,burn,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,nick,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,nick,1
1/28/2019,no solder,1
1/28/2019,nick,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,burn,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,nick,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,nick,1
1/28/2019,burn,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,burn,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,burn,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,burn,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,burn,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,burn,1
1/28/2019,no solder,1
1/28/2019,nick,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,burn,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,nick,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,nick,1
1/28/2019,nick,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,blur,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,nick,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,blur,1
1/28/2019,no solder,1
1/28/2019,blur,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,short mold,1
1/28/2019,short mold,1
1/28/2019,incomplete,1
1/28/2019,short mold,1
1/28/2019,blur,1
1/28/2019,no solder,1
1/28/2019,short mold,1
1/28/2019,no solder,1
1/28/2019,incomplete,1
